listing_id,name,host_id,host_name,host_is_superhost,host_listings_count,host_tenure_years,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price_clean,availability_365,calendar_days,available_days,unavailable_days,availability_rate,occupancy_proxy,number_of_reviews,total_reviews,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_communication,estimated_revenue_proxy,superhost_status,price_status,review_status,availability_rate_pct,occupancy_proxy_pct,host_portfolio_segment
27886,"Romantic, stylish B&B houseboat in canal district",97647,Flip,True,1.0,16.25,Centrum-West,52.38761,4.89188,Private room in houseboat,Private room,2,1.0,1.0,132.0,17,365,17,348,0.0466,0.9534,311,311.0,4.92,4.94,4.9,4.93,45936.0,Superhost,Available Price,Has Reviews,4.66,95.34,Single-listing host
28871,Comfortable double room,124245,Edwin,True,2.0,16.11,Centrum-West,52.36775,4.89092,Private room in rental unit,Private room,2,1.0,1.0,89.0,126,365,126,239,0.3452,0.6548,732,732.0,4.87,4.86,4.93,4.94,21271.0,Superhost,Available Price,Has Reviews,34.52,65.48,Small portfolio host
29051,Comfortable single / double room,124245,Edwin,True,2.0,16.11,Centrum-Oost,52.36584,4.89111,Private room in condo,Private room,2,1.0,1.0,61.0,95,365,95,270,0.2603,0.7397,849,849.0,4.81,4.83,4.87,4.92,16470.0,Superhost,Available Price,Has Reviews,26.029999999999998,73.97,Small portfolio host
44391,Quiet 2-bedroom Amsterdam city centre apartment,194779,Jan,False,1.0,15.87,Centrum-Oost,52.37168,4.91471,Entire rental unit,Entire home/apt,4,2.0,,,0,365,0,365,0.0,1.0,42,42.0,4.71,4.49,4.68,4.9,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
48373,Cozy family home in Amsterdam South,220434,Vesna & Misha,False,1.0,15.8,Buitenveldert - Zuidas,52.32780775677816,4.87680005722526,Entire rental unit,Entire home/apt,4,2.0,,,0,365,0,365,0.0,1.0,5,5.0,5.0,5.0,4.6,5.0,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
49552,Multatuli Luxury Guest Suite in top location,225987,Joanna & MP,True,1.0,15.79,Centrum-West,52.38028,4.89089,Entire guest suite,Entire home/apt,3,2.0,2.0,322.0,223,365,223,142,0.611,0.389,609,609.0,4.93,4.93,4.98,4.97,45724.0,Superhost,Available Price,Has Reviews,61.1,38.9,Single-listing host
50263,Central de Lux 2 bedrooms (4p) apt 125 sqm,230246,Donald,False,1.0,15.78,Centrum-Oost,52.36937805386749,4.929579192438728,Entire condo,Entire home/apt,4,2.0,3.0,457.0,354,365,354,11,0.9699,0.0301,177,177.0,4.86,4.81,4.66,4.76,5027.0,Non-Superhost,Available Price,Has Reviews,96.99,3.01,Single-listing host
50515,"Family Home (No drugs, smoking or parties)",231864,Karin,False,1.0,15.77,Bos en Lommer,52.37559,4.83857,Entire townhouse,Entire home/apt,5,3.0,3.0,198.0,244,365,244,121,0.6685,0.3315,20,20.0,4.8,4.85,4.5,4.9,23958.0,Non-Superhost,Available Price,Has Reviews,66.85,33.15,Single-listing host
50523,B & B de 9 Straatjes (city center),231946,Raymond,True,1.0,15.77,Centrum-West,52.36959,4.88423,Entire condo,Entire home/apt,2,1.0,1.0,162.0,261,365,261,104,0.7151,0.2849,563,563.0,4.88,4.83,4.94,4.84,16848.0,Superhost,Available Price,Has Reviews,71.50999999999999,28.49,Single-listing host
53921,Amsterdam Stylish Lakeview Apartment,252245,Ingrid,False,1.0,15.72,IJburg - Zeeburgereiland,52.35559,5.0032,Entire rental unit,Entire home/apt,3,1.0,,,0,365,0,365,0.0,1.0,12,12.0,5.0,4.92,5.0,5.0,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
55709,Bright Loft in Centre Amsterdam,263233,Jan-Willem,False,2.0,15.68,Centrum-Oost,52.358112,4.897637,Entire loft,Entire home/apt,2,1.0,,,0,365,0,365,0.0,1.0,69,69.0,4.96,4.93,4.93,4.99,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Small portfolio host
55868,Apartment near Museumplein (centre),264178,Cornelie,False,1.0,15.68,Zuid,52.35597,4.88512,Entire condo,Entire home/apt,4,2.0,,,0,365,0,365,0.0,1.0,96,96.0,4.86,4.86,4.95,4.98,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
62015,"Charming, beautifully & sunny place",301340,Jessica,False,1.0,15.56,Oud-Oost,52.36431,4.93122,Entire rental unit,Entire home/apt,2,1.0,,,22,365,22,343,0.0603,0.9397,38,38.0,4.89,4.89,4.65,4.89,,Non-Superhost,Missing Price,Has Reviews,6.03,93.97,Single-listing host
80635,TOP LOCATED Canalhouse B&B Jordaan,436145,Riks,False,4.0,15.28,Centrum-West,52.37828,4.8944,Private room in home,Private room,1,1.0,,,0,365,0,365,0.0,1.0,241,241.0,4.77,4.82,4.95,4.79,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Small portfolio host
91535,"Privat room and shared Houseboat ""Ramona"" centre",494281,Michiel,True,1.0,15.2,De Pijp - Rivierenbuurt,52.35774,4.89647,Private room in boat,Private room,2,1.0,,,0,365,0,365,0.0,1.0,318,318.0,4.79,4.65,4.9,4.88,,Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
97221,Beautiful and spacious room,195859,Gianni,False,2.0,15.87,Slotervaart,52.34801,4.83639,Private room in bed and breakfast,Private room,2,1.0,2.0,68.0,305,365,305,60,0.8356,0.1644,412,412.0,4.68,4.88,4.46,4.78,4080.0,Non-Superhost,Available Price,Has Reviews,83.56,16.439999999999998,Small portfolio host
137026,Charming Historic House with Garden in De Pijp,670266,Ton & Fede,True,2.0,15.04,De Pijp - Rivierenbuurt,52.35178,4.90699,Entire townhouse,Entire home/apt,4,3.0,3.0,335.0,108,365,108,257,0.2959,0.7041,117,117.0,4.71,4.63,4.82,4.88,86095.0,Superhost,Available Price,Has Reviews,29.59,70.41,Small portfolio host
155548,Apartment 2 minutes from Centrum!,748161,Maria,False,1.0,14.98,Oud-Oost,52.3642,4.92829,Entire rental unit,Entire home/apt,3,1.0,,,0,365,0,365,0.0,1.0,21,21.0,4.76,4.81,4.33,4.86,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
158633,"Typical Dutch house, quiet area, close to centre",761321,Louisa,False,1.0,14.98,Noord-Oost,52.39364,4.94538,Entire home,Entire home/apt,4,3.0,,,0,365,0,365,0.0,1.0,20,20.0,4.56,3.78,4.61,5.0,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
168769,"SUPERLOCATED Room in  CANALHOUSE, Private bath",436145,Riks,False,4.0,15.28,Centrum-West,52.37956,4.89359,Room in boutique hotel,Private room,1,1.0,,,0,365,0,365,0.0,1.0,278,278.0,4.59,4.77,4.96,4.71,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Small portfolio host
171054,Spacious apartment next to center,815989,Kamiel,False,1.0,14.94,De Baarsjes - Oud-West,52.36768,4.86646,Entire rental unit,Entire home/apt,3,2.0,,,0,365,0,365,0.0,1.0,103,103.0,4.75,4.77,4.73,4.97,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
179528,Authentic Amsterdam Apartment RAI,856540,Pierre,True,2.0,14.91,De Pijp - Rivierenbuurt,52.34332,4.89484,Entire rental unit,Entire home/apt,3,2.0,2.0,301.0,216,365,216,149,0.5918,0.4082,37,37.0,4.57,4.43,4.71,4.86,44849.0,Superhost,Available Price,Has Reviews,59.18,40.82,Small portfolio host
188347,"Cozy, Central Room in Amsterdam",907405,Yahav,False,1.0,14.89,De Baarsjes - Oud-West,52.3683,4.85446,Private room in condo,Private room,2,1.0,1.0,68.0,86,365,86,279,0.2356,0.7644,478,478.0,4.68,4.81,4.55,4.87,18972.0,Non-Superhost,Available Price,Has Reviews,23.56,76.44,Single-listing host
189754,Metropolitan B&B centre Amsterdam,915591,Marijn,True,1.0,14.88,Centrum-West,52.37548,4.89398,Entire loft,Entire home/apt,4,1.0,3.0,231.0,202,365,202,163,0.5534,0.4466,427,427.0,4.81,4.84,4.95,4.96,37653.0,Superhost,Available Price,Has Reviews,55.34,44.66,Single-listing host
190943,Lovely light appartment with garden,922787,Nanna,False,1.0,14.88,Zuid,52.35222,4.84789,Entire rental unit,Entire home/apt,3,2.0,,,0,365,0,365,0.0,1.0,14,14.0,4.5,4.21,4.5,4.71,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
193038,Private Loft&Bathroom  Ensuite Studio Ctr Amsterda,935742,Johan,True,1.0,14.87,Centrum-Oost,52.36057,4.89671,Private room in loft,Private room,2,1.0,1.0,158.0,323,365,323,42,0.8849,0.1151,740,740.0,4.97,4.98,4.95,4.98,6636.0,Superhost,Available Price,Has Reviews,88.49000000000001,11.51,Single-listing host
212050,Spacious home w roof garden,887591,Danielle,False,1.0,14.9,De Baarsjes - Oud-West,52.36698,4.86622,Entire rental unit,Entire home/apt,4,2.0,,,0,365,0,365,0.0,1.0,23,23.0,4.73,4.48,4.87,5.0,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
213371,Spacious apartment in De Pijp,1100324,Hendrik,False,2.0,14.8,De Pijp - Rivierenbuurt,52.3515,4.89656,Entire rental unit,Entire home/apt,4,3.0,,,0,365,0,365,0.0,1.0,23,23.0,4.83,4.26,4.87,5.0,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Small portfolio host
214531,LUXURIOUS GUESTHOUSE in CITY CENTER,1107389,Henry,False,1.0,14.8,Centrum-West,52.37169,4.89446,Private room in rental unit,Private room,3,1.0,,,0,365,0,365,0.0,1.0,169,169.0,4.82,4.77,4.89,4.84,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
219276,Suite in Canalhouse in the heart of the center,1135329,Amsterdam Boutique Apartments,False,1.0,14.78,Centrum-West,52.36786,4.88949,Private room in guest suite,Private room,2,1.0,,,210,365,210,155,0.5753,0.4247,16,16.0,4.88,4.88,5.0,5.0,,Non-Superhost,Missing Price,Has Reviews,57.53,42.47,Single-listing host
245927,Sonnenberg - Canal side & view - Private & Central,1005087,Wytse,,4.0,14.83,Centrum-West,52.36897659301758,4.887128829956055,Entire guest suite,Entire home/apt,4,2.0,3.0,635.0,267,365,267,98,0.7315,0.2685,274,274.0,4.88,4.93,4.97,4.93,62230.0,Unknown,Available Price,Has Reviews,73.15,26.85,Small portfolio host
247805,"Bellavista, central,with canal view",1298735,Carolien,True,1.0,14.68,De Baarsjes - Oud-West,52.36707,4.87348,Private room in rental unit,Private room,2,1.0,1.0,117.0,9,365,9,356,0.0247,0.9753,563,563.0,4.88,4.9,4.88,4.93,41652.0,Superhost,Available Price,Has Reviews,2.4699999999999998,97.53,Single-listing host
252080,Amazing 200 m2 apartment historical centre,1322517,Evan,False,1.0,14.66,Centrum-Oost,52.37077,4.90927,Entire home,Entire home/apt,4,3.0,,,0,365,0,365,0.0,1.0,29,29.0,4.93,4.86,4.96,5.0,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
254104,The Flying Pancake B&B Amsterdam,1334704,Claudia,False,3.0,14.66,Centrum-Oost,52.36489868164063,4.90916919708252,Private room in bed and breakfast,Private room,2,1.0,1.0,185.0,250,365,250,115,0.6849,0.3151,86,86.0,4.92,4.95,4.89,4.93,21275.0,Non-Superhost,Available Price,Has Reviews,68.49,31.509999999999998,Small portfolio host
254800,Amazing apartment in city center,1337537,Diederik,False,1.0,14.65,Centrum-West,52.37122,4.88211,Entire rental unit,Entire home/apt,2,1.0,,,0,365,0,365,0.0,1.0,63,63.0,4.94,4.87,5.0,4.94,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
255809,Stylish apartment with free carpark,1344947,André Charles,True,2.0,14.65,De Pijp - Rivierenbuurt,52.34416,4.88709,Private room in villa,Private room,4,2.0,2.0,279.0,314,365,314,51,0.8603,0.1397,269,269.0,4.89,4.92,4.83,4.9,14229.0,Superhost,Available Price,Has Reviews,86.03,13.969999999999999,Small portfolio host
256670,Beautifully renovated family apartment,1350388,Stefan En Annemiek,False,1.0,14.64,De Baarsjes - Oud-West,52.35861,4.86023,Entire condo,Entire home/apt,4,3.0,,,0,365,0,365,0.0,1.0,10,10.0,4.7,4.7,4.8,4.9,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
262394,Charming Studio with Roof Terrace,1376607,Martin,False,1.0,14.62,Zuid,52.35695,4.85234,Private room in rental unit,Private room,2,,,,0,365,0,365,0.0,1.0,113,113.0,4.83,4.86,4.69,4.95,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
274706,Beautiful central & quiet apartment,1436134,Veronica,False,1.0,14.58,Centrum-West,52.36563,4.88454,Entire rental unit,Entire home/apt,4,2.0,,,0,365,0,365,0.0,1.0,44,44.0,4.95,4.84,4.93,4.93,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
283170,5-bedrooms house; central location; free parking,1451657,Marco,False,1.0,14.56,Zuid,52.35435,4.87316,Entire rental unit,Entire home/apt,8,5.0,8.0,1036.0,253,365,253,112,0.6932,0.3068,130,130.0,4.5,4.53,4.74,4.83,116032.0,Non-Superhost,Available Price,Has Reviews,69.32000000000001,30.680000000000003,Single-listing host
286500,"Centre, canal view with private bathroom",1491565,David,True,2.0,14.53,Centrum-West,52.37561,4.9,Private room in rental unit,Private room,2,1.0,1.0,184.0,118,365,118,247,0.3233,0.6767,413,413.0,4.92,4.92,4.93,4.92,45448.0,Superhost,Available Price,Has Reviews,32.33,67.67,Small portfolio host
290701,"Central, big window, rear room with private bath.",1491565,David,True,2.0,14.53,Centrum-West,52.37561,4.9,Private room in home,Private room,2,1.0,1.0,184.0,96,365,96,269,0.263,0.737,491,491.0,4.86,4.91,4.92,4.9,49496.0,Superhost,Available Price,Has Reviews,26.3,73.7,Small portfolio host
291752,Cozy & large bohemian style room,1511330,Ton,True,1.0,14.51,Oud-Oost,52.35143,4.91272,Private room in rental unit,Private room,2,1.0,1.0,141.0,317,365,317,48,0.8685,0.1315,283,283.0,4.88,4.82,4.8,4.92,6768.0,Superhost,Available Price,Has Reviews,86.85000000000001,13.15,Single-listing host
304082,"Private, quiet studio in the centre with terrace",276068,Mirre,True,1.0,15.64,Centrum-West,52.37046,4.89712,Entire guesthouse,Entire home/apt,2,1.0,1.0,185.0,265,365,265,100,0.726,0.274,381,381.0,4.78,4.75,4.88,4.85,18500.0,Superhost,Available Price,Has Reviews,72.6,27.400000000000002,Single-listing host
306852,"SunShine, A Sunny Amsterdam Center Special",1141485,Gisèle And Simon,False,3.0,14.78,Centrum-Oost,52.35931,4.89844,Entire rental unit,Entire home/apt,4,2.0,2.0,200.0,0,365,0,365,0.0,1.0,32,32.0,4.63,4.63,4.91,4.88,73000.0,Non-Superhost,Available Price,Has Reviews,0.0,100.0,Small portfolio host
307497,Historical sailing ship Monnickendam and Amsterdam,1582128,Jorn,True,2.0,14.45,Westerpark,52.3933,4.88556,Boat,Entire home/apt,16,10.0,26.0,948.0,309,365,309,56,0.8466,0.1534,103,103.0,4.86,4.69,4.58,4.88,53088.0,Superhost,Available Price,Has Reviews,84.66,15.340000000000002,Small portfolio host
307621,"SunBird, Sunny Apt in Quiet Street",1141485,Gisèle And Simon,False,3.0,14.78,Centrum-Oost,52.35871,4.89616,Entire rental unit,Entire home/apt,2,1.0,1.0,134.0,0,365,0,365,0.0,1.0,6,6.0,4.83,5.0,5.0,5.0,48910.0,Non-Superhost,Available Price,Has Reviews,0.0,100.0,Small portfolio host
308028,"SunFlower, A Sunny B&B",1141485,Gisèle And Simon,False,3.0,14.78,Centrum-Oost,52.35972,4.8975,Private room in rental unit,Private room,2,1.0,,,0,365,0,365,0.0,1.0,36,36.0,4.75,4.69,4.92,4.92,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Small portfolio host
311124,*historic centre* *bright* *canal view* *Jordaan*,1600010,Anke & Robert,False,1.0,14.44,Centrum-West,52.37104,4.87713,Entire rental unit,Entire home/apt,2,1.0,1.0,325.0,307,365,307,58,0.8411,0.1589,100,100.0,4.79,4.8,4.93,4.93,18850.0,Non-Superhost,Available Price,Has Reviews,84.11,15.89,Single-listing host
327285,beautiful designed ap.+bikes+garden+boat!,1672823,Ester,True,1.0,14.39,De Pijp - Rivierenbuurt,52.35625,4.89323,Private room in home,Private room,4,1.0,,,178,365,178,187,0.4877,0.5123,783,783.0,4.94,4.93,4.92,4.99,,Superhost,Missing Price,Has Reviews,48.77,51.23,Single-listing host
331946,great family house only suitable for fam with kids,1687595,Sebastiaan,False,1.0,14.38,De Baarsjes - Oud-West,52.3606,4.85739,Entire loft,Entire home/apt,4,4.0,5.0,275.0,7,365,7,358,0.0192,0.9808,37,37.0,4.89,4.73,4.86,4.92,98450.0,Non-Superhost,Available Price,Has Reviews,1.92,98.08,Single-listing host
343094,Amstel Nest - an urban retreat for two,1740785,Rob & Fang,True,1.0,14.35,Oud-Oost,52.35715,4.90926,Private room in townhouse,Private room,2,1.0,1.0,104.0,296,365,296,69,0.811,0.189,586,586.0,4.9,4.86,4.89,4.97,7176.0,Superhost,Available Price,Has Reviews,81.10000000000001,18.9,Single-listing host
357980,★ STYLISH FAMILY HOME - CITY CENTER,1811745,Marre,False,1.0,14.32,De Baarsjes - Oud-West,52.36348,4.87648,Entire townhouse,Entire home/apt,4,4.0,,,2,365,2,363,0.0055,0.9945,145,145.0,4.87,4.83,4.94,4.96,,Non-Superhost,Missing Price,Has Reviews,0.5499999999999999,99.45,Single-listing host
359298,Sunny Roof Top in Beautiful Area,1817922,Fabrizio,False,1.0,14.31,Centrum-Oost,52.36217,4.91152,Entire rental unit,Entire home/apt,3,1.0,0.0,271.0,176,365,176,189,0.4822,0.5178,112,112.0,4.58,4.23,4.56,4.79,51219.0,Non-Superhost,Available Price,Has Reviews,48.22,51.78,Single-listing host
366438,Private apartment@ city centre & canal view,1849988,Nicolet,True,1.0,14.3,Centrum-West,52.36902,4.89535,Private room in condo,Private room,2,1.0,1.0,147.0,335,365,335,30,0.9178,0.0822,565,565.0,4.78,4.78,4.92,4.9,4410.0,Superhost,Available Price,Has Reviews,91.78,8.219999999999999,Single-listing host
367107,"IN HISTORIC CENTRE, NEXT TO AMSTEL, PEACEFUL HOME",1853421,Marijn,False,1.0,14.3,Centrum-Oost,52.36301,4.90077,Entire condo,Entire home/apt,2,1.0,1.0,299.0,358,365,358,7,0.9808,0.0192,23,23.0,5.0,4.87,5.0,5.0,2093.0,Non-Superhost,Available Price,Has Reviews,98.08,1.92,Single-listing host
379885,Private Studio Houseboat *BEST VIEW* @Amstel,1907015,Masha,False,1.0,14.28,De Pijp - Rivierenbuurt,52.35464776933696,4.906100814228655,Private room in houseboat,Private room,2,1.0,1.0,228.0,2,365,2,363,0.0055,0.9945,94,94.0,4.66,4.53,4.85,4.57,82764.0,Non-Superhost,Available Price,Has Reviews,0.5499999999999999,99.45,Single-listing host
410997,"Great for families, 3BR duplex with roof terrace",2046301,Nina,False,1.0,14.22,Westerpark,52.38002332455508,4.874433921704397,Entire rental unit,Entire home/apt,4,3.0,4.0,287.0,2,365,2,363,0.0055,0.9945,0,,,,,,104181.0,Non-Superhost,Available Price,No Reviews,0.5499999999999999,99.45,Single-listing host
414865,"Charming house, perfect for two!",2063261,Miranda,False,1.0,14.21,Zuid,52.35043,4.84676,Entire rental unit,Entire home/apt,2,1.0,,,0,365,0,365,0.0,1.0,13,13.0,4.85,4.69,4.69,4.92,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
415619,Sunny Amsterdam East Harbor View,1336633,Stephan,False,1.0,14.65,Oostelijk Havengebied - Indische Buurt,52.36905,4.93528,Entire condo,Entire home/apt,3,1.0,1.0,124.0,1,365,1,364,0.0027,0.9973,92,92.0,4.89,4.77,4.8,4.98,45136.0,Non-Superhost,Available Price,Has Reviews,0.27,99.72999999999999,Single-listing host
431635,Sunny apartment with cat,1939922,Hannes,False,1.0,14.26,Bos en Lommer,52.37706,4.85671,Entire condo,Entire home/apt,3,2.0,4.0,63.0,18,365,18,347,0.0493,0.9507,24,24.0,4.82,4.86,4.86,5.0,21861.0,Non-Superhost,Available Price,Has Reviews,4.93,95.07,Single-listing host
432233,Cozy canal-view apartment in the center,2144360,Feiko,False,1.0,14.18,Centrum-Oost,52.3609619140625,4.88822603225708,Entire condo,Entire home/apt,2,1.0,,,1,365,1,364,0.0027,0.9973,29,29.0,4.83,4.69,4.9,4.9,,Non-Superhost,Missing Price,Has Reviews,0.27,99.72999999999999,Single-listing host
440992,Charming houseboat near Olympic St.,2191136,Jan,False,1.0,14.17,Zuid,52.341621,4.849049,Boat,Entire home/apt,4,2.0,2.0,170.0,9,365,9,356,0.0247,0.9753,141,141.0,4.88,4.81,4.67,4.89,60520.0,Non-Superhost,Available Price,Has Reviews,2.4699999999999998,97.53,Single-listing host
441424,Family house in centre of Amsterdam,2193861,Marco,False,1.0,14.16,Oostelijk Havengebied - Indische Buurt,52.37386,4.9431,Entire home,Entire home/apt,4,3.0,3.0,158.0,22,365,22,343,0.0603,0.9397,45,45.0,4.64,4.44,4.76,4.84,54194.0,Non-Superhost,Available Price,Has Reviews,6.03,93.97,Single-listing host
445660,cosy room with private entrance,2202945,Heleen,True,1.0,14.16,De Baarsjes - Oud-West,52.37001,4.85646,Private room in guest suite,Private room,3,2.0,3.0,60.0,195,365,195,170,0.5342,0.4658,592,592.0,4.82,4.88,4.75,4.93,10200.0,Superhost,Available Price,Has Reviews,53.42,46.58,Single-listing host
450767,Houseboat 'Saturnus' Amsterdam,2238440,Richard En Birgit,True,2.0,14.15,Centrum-Oost,52.37006,4.90081,Houseboat,Entire home/apt,4,2.0,3.0,374.0,294,365,294,71,0.8055,0.1945,334,334.0,4.77,4.76,4.96,4.78,26554.0,Superhost,Available Price,Has Reviews,80.55,19.45,Small portfolio host
462341,Central 17th Century Unique House,2297302,Milen & Joes,False,1.0,14.13,Centrum-West,52.3739,4.89263,Entire home,Entire home/apt,2,3.0,,,0,365,0,365,0.0,1.0,52,52.0,4.98,4.98,4.96,5.0,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
483779,Spacious studio apartment in A'dam,2395278,Alexei Vladimirovič,False,1.0,14.09,Slotervaart,52.3509,4.83293,Private room in rental unit,Private room,2,2.0,,,0,365,0,365,0.0,1.0,34,34.0,4.88,4.88,4.38,4.97,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
496953,Luxury design B&B in city centre,2453971,Kim,False,1.0,14.08,De Baarsjes - Oud-West,52.36385,4.87483,Private room in bed and breakfast,Private room,2,1.0,1.0,250.0,88,365,88,277,0.2411,0.7589,28,28.0,4.86,4.89,4.89,4.96,69250.0,Non-Superhost,Available Price,Has Reviews,24.11,75.89,Single-listing host
503629,"Quiet & spacious apt, near Museums & Concertgebouw",2483843,Alban,False,1.0,14.06,Zuid,52.3543,4.87701,Entire rental unit,Entire home/apt,4,2.0,,,0,365,0,365,0.0,1.0,13,13.0,4.85,4.77,4.77,5.0,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
505012,"Amsterdam centrum, perfect familiehuis",1645998,Djoke,False,1.0,14.41,Centrum-Oost,52.36412,4.88757,Entire home,Entire home/apt,4,3.0,4.0,630.0,2,365,2,363,0.0055,0.9945,61,61.0,4.74,4.72,4.93,4.97,228690.0,Non-Superhost,Available Price,Has Reviews,0.5499999999999999,99.45,Single-listing host
507598,Canal View Apartment! Jordaan Area,2501656,Stephanie,False,1.0,14.06,Centrum-West,52.37694,4.88003,Entire rental unit,Entire home/apt,4,2.0,3.0,500.0,87,365,87,278,0.2384,0.7616,62,62.0,4.74,4.66,4.81,4.9,139000.0,Non-Superhost,Available Price,Has Reviews,23.84,76.16000000000001,Single-listing host
515088,Familyfriendly Suite incl breakfast,2536879,Hansje,False,1.0,14.05,Noord-Oost,52.39702,4.99645,Entire condo,Entire home/apt,4,1.0,2.0,215.0,341,365,341,24,0.9342,0.0658,1,1.0,5.0,5.0,4.0,5.0,5160.0,Non-Superhost,Available Price,Has Reviews,93.42,6.58,Single-listing host
515749,Unique and luxury houseboat,2540480,Derk,True,1.0,14.05,Centrum-Oost,52.35902,4.89606,Boat,Entire home/apt,4,1.0,1.0,210.0,260,365,260,105,0.7123,0.2877,325,325.0,4.9,4.78,4.94,4.96,22050.0,Superhost,Available Price,Has Reviews,71.23,28.77,Single-listing host
515921,Apartment near centre with amazing view over city,2541099,Anne-Marie,False,1.0,14.05,Zuid,52.35022,4.8525,Entire rental unit,Entire home/apt,4,2.0,1.0,175.0,43,365,43,322,0.1178,0.8822,104,104.0,4.37,4.1,4.64,4.57,56350.0,Non-Superhost,Available Price,Has Reviews,11.78,88.22,Single-listing host
517996,Bright Canal house with amazing view! @the Jordaan,2550339,Aemilia,False,1.0,14.04,Centrum-West,52.37827,4.88568,Entire rental unit,Entire home/apt,2,1.0,1.0,350.0,69,365,69,296,0.189,0.811,31,31.0,4.87,4.81,4.87,4.87,103600.0,Non-Superhost,Available Price,Has Reviews,18.9,81.10000000000001,Single-listing host
522471,Beautiful 2-storey appartment+roof terrace (135 m),2569931,Harriet,False,1.0,14.04,Bos en Lommer,52.3774,4.851,Entire rental unit,Entire home/apt,4,4.0,,,0,365,0,365,0.0,1.0,29,29.0,4.96,4.93,4.59,5.0,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
528022,Somewhere Else,2594559,Els,True,1.0,14.03,Westerpark,52.39142,4.88648,Private room in boat,Private room,2,1.0,1.0,125.0,308,365,308,57,0.8438,0.1562,355,355.0,4.88,4.85,4.79,4.88,7125.0,Superhost,Available Price,Has Reviews,84.38,15.620000000000001,Single-listing host
528594,Connect-Inn: Oasis stress free condo,2597146,Mathilde,True,2.0,14.03,Slotervaart,52.35885,4.82476,Private room in rental unit,Private room,2,,,,0,365,0,365,0.0,1.0,75,75.0,4.78,4.85,4.55,4.88,,Superhost,Missing Price,Has Reviews,0.0,100.0,Small portfolio host
537321,Comfortable apartment perfect location,2639261,Vera,False,1.0,14.02,De Baarsjes - Oud-West,52.37275,4.86189,Entire rental unit,Entire home/apt,2,2.0,,,0,365,0,365,0.0,1.0,33,33.0,4.91,4.91,4.79,4.97,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
538723,Beautiful ground floor apartment,356740,Dimphy,False,1.0,15.41,Watergraafsmeer,52.35626,4.93744,Entire condo,Entire home/apt,4,2.0,,,0,365,0,365,0.0,1.0,57,57.0,4.84,4.84,4.58,4.82,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
549310,Garden Apartment in town,2699033,Barbara,False,1.0,14.0,De Baarsjes - Oud-West,52.37126,4.86241,Entire rental unit,Entire home/apt,4,2.0,,,0,365,0,365,0.0,1.0,63,63.0,4.59,4.48,4.67,4.71,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
553514,"B&B WestergasTverblijf , Cosy!",618589,Mirjam,False,1.0,15.08,Westerpark,52.38444,4.86916,Entire rental unit,Entire home/apt,2,0.0,1.0,108.0,37,365,37,328,0.1014,0.8986,162,162.0,4.41,4.34,4.62,4.88,35424.0,Non-Superhost,Available Price,Has Reviews,10.14,89.86,Single-listing host
556829,"peaceful stay near city centre,  airport & forrest",2737834,Sophia,False,2.0,13.99,Buitenveldert - Zuidas,52.33558,4.86878,Entire rental unit,Entire home/apt,2,1.0,1.0,126.0,0,365,0,365,0.0,1.0,28,28.0,4.62,4.54,4.57,4.96,45990.0,Non-Superhost,Available Price,Has Reviews,0.0,100.0,Small portfolio host
