listing_id,name,host_id,host_name,host_is_superhost,host_listings_count,host_tenure_years,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price_clean,availability_365,calendar_days,available_days,unavailable_days,availability_rate,occupancy_proxy,number_of_reviews,total_reviews,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_communication,estimated_revenue_proxy,superhost_status,price_status,review_status,availability_rate_pct,occupancy_proxy_pct,host_portfolio_segment
7224738,Top studio with garden & inhouse parking,22157201,Onno,False,1.0,11.71,De Baarsjes - Oud-West,52.36482,4.87474,Private room in condo,Private room,2,1.0,1.0,225.0,326,365,326,39,0.8932,0.1068,106,106.0,4.92,4.94,4.96,4.87,8775.0,Non-Superhost,Available Price,Has Reviews,89.32,10.68,Single-listing host
7232162,"Houseboat Heart of Amsterdam, last minute 25% off",37865919,Renske,True,1.0,10.95,Centrum-Oost,52.36697,4.899149,Houseboat,Entire home/apt,4,2.0,,,0,365,0,365,0.0,1.0,69,69.0,4.96,4.85,4.97,4.99,,Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
7239681,Nice apartment very central!,37904683,Raymon,False,1.0,10.95,Centrum-Oost,52.36881,4.91573,Entire rental unit,Entire home/apt,2,1.0,,,0,365,0,365,0.0,1.0,37,37.0,4.3,4.25,4.5,4.83,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
7259667,Charming Amsterdam North,38008266,Lois,False,1.0,10.95,Oud-Noord,52.39007,4.91341,Entire rental unit,Entire home/apt,2,2.0,,,0,365,0,365,0.0,1.0,16,16.0,4.75,4.81,4.44,5.0,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
7260210,Homely appartment with cosy garden,1346106,Juliette,False,1.0,14.65,Bos en Lommer,52.38206,4.85036,Entire condo,Entire home/apt,2,1.0,,,0,365,0,365,0.0,1.0,64,64.0,4.89,4.91,4.59,4.89,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
7276869,De Pijp B&B,37658666,Ruben,True,2.0,10.96,De Pijp - Rivierenbuurt,52.35667601571162,4.899959510649868,Private room in townhouse,Private room,2,1.0,1.0,122.0,99,365,99,266,0.2712,0.7288,954,954.0,4.88,4.92,4.87,4.97,32452.0,Superhost,Available Price,Has Reviews,27.12,72.88,Small portfolio host
7292517,in the street,311067,Dan,False,1.0,15.54,De Pijp - Rivierenbuurt,52.35288,4.88831,Entire rental unit,Entire home/apt,2,1.0,,,0,365,0,365,0.0,1.0,17,17.0,4.76,4.71,5.0,4.88,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
7318827,"Lichte, rustige loft Westerpark",38341575,Annalies,False,1.0,10.94,Westerpark,52.38196,4.87121,Private room in rental unit,Private room,2,,,,0,365,0,365,0.0,1.0,32,32.0,4.75,4.84,4.72,4.94,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
7338230,Modern & sunny apartment in Centre,36516363,Debby,False,1.0,11.0,Centrum-Oost,52.36832,4.93039,Entire condo,Entire home/apt,4,2.0,2.0,225.0,9,365,9,356,0.0247,0.9753,37,37.0,4.97,4.97,4.78,4.97,80100.0,Non-Superhost,Available Price,Has Reviews,2.4699999999999998,97.53,Single-listing host
7345506,Sunny apartment next to Vondelpark,12859025,Doro,False,2.0,12.29,Zuid,52.35219,4.85493,Entire condo,Entire home/apt,4,2.0,,,0,365,0,365,0.0,1.0,25,25.0,4.8,4.92,4.68,5.0,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Small portfolio host
7347051,Lovely light apartment RAI Zuid-As,10106174,Sarah,False,1.0,12.59,Buitenveldert - Zuidas,52.3303,4.875,Entire rental unit,Entire home/apt,2,1.0,1.0,192.0,358,365,358,7,0.9808,0.0192,4,4.0,4.5,4.5,4.25,4.5,1344.0,Non-Superhost,Available Price,Has Reviews,98.08,1.92,Single-listing host
7357862,Comfortable appartment,22398111,Maarten,False,1.0,11.69,Oostelijk Havengebied - Indische Buurt,52.36398,4.93364,Entire rental unit,Entire home/apt,2,1.0,,,0,365,0,365,0.0,1.0,43,43.0,4.86,4.77,4.78,4.95,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
7378848,"Colourful apartment in ""Oud-West""",3219064,Celine,False,1.0,13.86,De Baarsjes - Oud-West,52.37058,4.86728,Entire rental unit,Entire home/apt,2,1.0,,,0,365,0,365,0.0,1.0,29,29.0,4.76,4.78,4.85,4.93,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
7379564,Cozy apartment with superb garden near Vondelpark,758308,Kutay,False,1.0,14.98,De Baarsjes - Oud-West,52.35913,4.85134,Entire rental unit,Entire home/apt,4,2.0,,,0,365,0,365,0.0,1.0,22,22.0,4.86,4.82,4.68,4.95,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
7382576,Spacious ground floor apartment,16345289,Hans,False,1.0,12.05,Westerpark,52.38511,4.87844,Entire loft,Entire home/apt,3,2.0,2.0,271.0,11,365,11,354,0.0301,0.9699,76,76.0,4.89,4.84,4.92,4.96,95934.0,Non-Superhost,Available Price,Has Reviews,3.01,96.99,Single-listing host
7394725,Light apartment - quiet neighbourh.,1930105,Roel,False,1.0,14.27,Bos en Lommer,52.37928,4.85735,Entire rental unit,Entire home/apt,2,1.0,,,364,365,364,1,0.9973,0.0027,39,39.0,4.77,4.85,4.67,4.85,,Non-Superhost,Missing Price,Has Reviews,99.72999999999999,0.27,Single-listing host
7406515,Cozy apartment with garden,3072132,Sandra,False,1.0,13.9,Oud-Oost,52.35502,4.91219,Entire rental unit,Entire home/apt,2,1.0,,,0,365,0,365,0.0,1.0,2,2.0,5.0,5.0,5.0,5.0,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
7409137,Nice apartment with roof terrace,38820911,Meie,False,1.0,10.93,Bos en Lommer,52.37738,4.84812,Entire rental unit,Entire home/apt,4,3.0,,,0,365,0,365,0.0,1.0,40,40.0,4.78,4.43,4.65,4.93,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
7425188,"Near RAI, modern ground floor appt+garden",4625166,Anna Maria Hendrika,False,1.0,13.45,De Pijp - Rivierenbuurt,52.34743,4.89243,Entire rental unit,Entire home/apt,2,2.0,3.0,450.0,358,365,358,7,0.9808,0.0192,11,11.0,5.0,5.0,5.0,5.0,3150.0,Non-Superhost,Available Price,Has Reviews,98.08,1.92,Single-listing host
7448268,LaCorteSconta B&B - Junior Suite,39009584,Yara,True,3.0,10.92,IJburg - Zeeburgereiland,52.36412,4.98524,Private room in bed and breakfast,Private room,3,1.0,2.0,127.0,285,365,285,80,0.7808,0.2192,40,40.0,4.85,4.95,4.73,5.0,10160.0,Superhost,Available Price,Has Reviews,78.08,21.92,Small portfolio host
7448305,LaCorteSconta B&B - Family Room,39009584,Yara,True,3.0,10.92,IJburg - Zeeburgereiland,52.36415,4.98588,Private room in bed and breakfast,Private room,4,3.0,4.0,246.0,298,365,298,67,0.8164,0.1836,59,59.0,4.75,4.86,4.75,4.92,16482.0,Superhost,Available Price,Has Reviews,81.64,18.360000000000003,Small portfolio host
7449504,"Modern flat, light and spacious",39015245,Sophie,False,1.0,10.92,Bos en Lommer,52.38315,4.84077,Entire rental unit,Entire home/apt,2,1.0,,,0,365,0,365,0.0,1.0,39,39.0,4.85,4.85,4.45,4.97,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
7450864,Nice apartment close to City Centre,39021847,Nikky,False,1.0,10.92,Oud-Noord,52.38735,4.91605,Entire rental unit,Entire home/apt,2,1.0,1.0,195.0,354,365,354,11,0.9699,0.0301,64,64.0,4.89,4.7,4.78,4.95,2145.0,Non-Superhost,Available Price,Has Reviews,96.99,3.01,Single-listing host
7455430,Light appartment in A'dam West,3892074,Leah,False,1.0,13.68,De Baarsjes - Oud-West,52.37047,4.85409,Entire rental unit,Entire home/apt,2,1.0,,,0,365,0,365,0.0,1.0,29,29.0,4.83,4.76,4.52,5.0,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
7457987,Hotel Not Hotel Amsterdam: Poison Ivy,14574533,Hotel Not Hotel,False,15.0,12.16,De Baarsjes - Oud-West,52.36687,4.85992,Private room in bed and breakfast,Private room,2,1.0,1.0,129.0,301,365,301,64,0.8247,0.1753,29,29.0,3.83,3.76,4.38,4.41,8256.0,Non-Superhost,Available Price,Has Reviews,82.47,17.53,Medium portfolio host
7458963,HISTORICAL DOWNTOWN AMSTERDAM,39065403,Laura,True,3.0,10.92,Westerpark,52.38884,4.88914,Entire rental unit,Entire home/apt,2,1.0,1.0,183.0,210,365,210,155,0.5753,0.4247,602,602.0,4.95,4.98,4.91,4.96,28365.0,Superhost,Available Price,Has Reviews,57.53,42.47,Small portfolio host
7472412,studio,39137655,Vincent,True,1.0,10.92,De Baarsjes - Oud-West,52.37128,4.86193,Private room in home,Private room,2,1.0,1.0,102.0,15,365,15,350,0.0411,0.9589,343,343.0,4.91,4.93,4.82,4.98,35700.0,Superhost,Available Price,Has Reviews,4.109999999999999,95.89,Single-listing host
7474662,kramerskamer,39146647,Hein,True,1.0,10.92,Centrum-Oost,52.36197,4.90926,Private room in tiny home,Private room,2,0.0,1.0,89.0,258,365,258,107,0.7068,0.2932,705,705.0,4.68,4.55,4.85,4.82,9523.0,Superhost,Available Price,Has Reviews,70.67999999999999,29.32,Single-listing host
7519976,"Modern, light & cozy apartment",1203532,Johanna Jacoba Maria,False,1.0,14.74,Oostelijk Havengebied - Indische Buurt,52.36399,4.94242,Entire condo,Entire home/apt,2,1.0,1.0,153.0,8,365,8,357,0.0219,0.9781,28,28.0,4.93,4.89,4.86,5.0,54621.0,Non-Superhost,Available Price,Has Reviews,2.19,97.81,Single-listing host
7523012,Cosy apartment in center of Amsterdam,23060282,Jesse,False,2.0,11.65,De Baarsjes - Oud-West,52.37239,4.87172,Private room in townhouse,Private room,2,1.0,0.0,113.0,330,365,330,35,0.9041,0.0959,469,469.0,4.5,4.29,4.83,4.77,3955.0,Non-Superhost,Available Price,Has Reviews,90.41,9.59,Small portfolio host
7523103,Apartment in Amsterdam,13791055,Hulya,False,1.0,12.22,Osdorp,52.35251,4.79768,Entire rental unit,Entire home/apt,2,1.0,,,0,365,0,365,0.0,1.0,7,7.0,5.0,5.0,4.43,4.86,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
7539137,Funky ground floor apartment with spacious garden,9591432,Malou,False,1.0,12.66,De Baarsjes - Oud-West,52.36199,4.85525,Entire condo,Entire home/apt,2,1.0,,,0,365,0,365,0.0,1.0,57,57.0,4.88,4.88,4.75,4.93,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
7539731,Cosy appartment located in a lovely area.,39504645,Carlo,False,1.0,10.91,De Baarsjes - Oud-West,52.36158,4.85864,Entire rental unit,Entire home/apt,2,1.0,1.0,200.0,87,365,87,278,0.2384,0.7616,1,1.0,5.0,4.0,4.0,5.0,55600.0,Non-Superhost,Available Price,Has Reviews,23.84,76.16000000000001,Single-listing host
7555385,Intimate studio,39600914,Petra,True,1.0,10.9,Slotervaart,52.35955,4.82713,Private room in condo,Private room,2,1.0,1.0,81.0,186,365,186,179,0.5096,0.4904,539,539.0,4.72,4.67,4.57,4.8,14499.0,Superhost,Available Price,Has Reviews,50.96000000000001,49.04,Single-listing host
7555544,Appartment Amsterdam Oost with sauna,36227627,Cesare,False,1.0,11.01,Oud-Oost,52.35434,4.91858,Entire rental unit,Entire home/apt,4,1.0,2.0,218.0,222,365,222,143,0.6082,0.3918,12,12.0,4.67,4.42,4.67,4.83,31174.0,Non-Superhost,Available Price,Has Reviews,60.81999999999999,39.18,Single-listing host
7566493,Romantic Houseboat on the Amstel,9323748,Mira,False,1.0,12.7,Oud-Oost,52.35916,4.90565,Houseboat,Entire home/apt,2,1.0,1.0,240.0,33,365,33,332,0.0904,0.9096,42,42.0,4.95,4.95,4.93,4.98,79680.0,Non-Superhost,Available Price,Has Reviews,9.04,90.96,Single-listing host
7571471,Stylish suite with private bathroom at Vondelpark,39696069,Jesse,True,1.0,10.9,Zuid,52.35793,4.86152,Private room in guest suite,Private room,2,1.0,1.0,110.0,189,365,189,176,0.5178,0.4822,830,830.0,4.75,4.75,4.76,4.88,19360.0,Superhost,Available Price,Has Reviews,51.78,48.22,Single-listing host
7576502,Homely 1930's apartment next to Vondelpark,27929731,Ronne,False,1.0,11.34,Zuid,52.35341,4.84842,Entire rental unit,Entire home/apt,4,2.0,,,0,365,0,365,0.0,1.0,36,36.0,4.89,4.86,4.58,4.92,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
7591092,A lovely place in Amsterdam!,39809095,Patrick,False,1.0,10.9,Bos en Lommer,52.37641,4.84557,Entire condo,Entire home/apt,3,0.0,1.0,150.0,15,365,15,350,0.0411,0.9589,5,5.0,4.6,4.8,4.8,4.8,52500.0,Non-Superhost,Available Price,Has Reviews,4.109999999999999,95.89,Single-listing host
7595349,East of Eden @ Javastraat,1333265,Arie Jan,False,1.0,14.66,Oostelijk Havengebied - Indische Buurt,52.364791915810365,4.934079193559833,Entire condo,Entire home/apt,4,2.0,2.0,327.0,8,365,8,357,0.0219,0.9781,54,54.0,4.89,4.7,4.69,5.0,116739.0,Non-Superhost,Available Price,Has Reviews,2.19,97.81,Single-listing host
7597331,Cosy apartment with lift near Vondelpark & city!,6962255,Carola,False,1.0,13.01,De Baarsjes - Oud-West,52.36576,4.85981,Entire rental unit,Entire home/apt,2,1.0,,,0,365,0,365,0.0,1.0,38,38.0,4.95,5.0,4.87,4.92,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
7616030,Lovely renovated light apartment!,39108365,Marloes,False,1.0,10.92,De Baarsjes - Oud-West,52.37445,4.86167,Entire rental unit,Entire home/apt,2,1.0,1.0,190.0,9,365,9,356,0.0247,0.9753,58,58.0,4.9,4.97,4.72,4.98,67640.0,Non-Superhost,Available Price,Has Reviews,2.4699999999999998,97.53,Single-listing host
7627311,New and light apartment!,34651297,Peter-Paul,False,1.0,11.06,De Baarsjes - Oud-West,52.36236,4.8624,Entire rental unit,Entire home/apt,4,2.0,2.0,393.0,163,365,163,202,0.4466,0.5534,22,22.0,4.82,4.57,4.77,4.86,79386.0,Non-Superhost,Available Price,Has Reviews,44.66,55.34,Single-listing host
7627497,Modern & Comfortable | Next to Westpark & Jordaan,4902335,Justus,False,1.0,13.39,Westerpark,52.385,4.87677,Entire rental unit,Entire home/apt,2,2.0,,,0,365,0,365,0.0,1.0,30,30.0,4.73,4.3,4.83,4.86,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
7632775,Hip apartment with sunny balcony,10436652,Heike,False,1.0,12.54,Zuid,52.35197,4.84708,Entire rental unit,Entire home/apt,3,1.0,,,0,365,0,365,0.0,1.0,39,39.0,4.97,4.95,4.85,4.9,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
7672411,Amsterdam from above,40285156,Noam,True,1.0,10.89,Slotervaart,52.36198,4.84407,Entire rental unit,Entire home/apt,4,2.0,2.0,329.0,341,365,341,24,0.9342,0.0658,29,29.0,5.0,4.9,4.79,5.0,7896.0,Superhost,Available Price,Has Reviews,93.42,6.58,Single-listing host
7674094,Stylish quiet 1920's apartment in vibrant East| 2P,46691672,Eva & Kobe,,90.0,10.68,Watergraafsmeer,52.35672,4.93406,Entire condo,Entire home/apt,2,1.0,1.0,2975.0,32,365,32,333,0.0877,0.9123,158,158.0,4.84,4.91,4.78,4.96,990675.0,Unknown,Available Price,Has Reviews,8.77,91.23,Large portfolio host
7696601,Gezellig huis met tuin in trendy Amsterdam Oost,40424273,Karien,True,2.0,10.88,Oud-Oost,52.35644,4.91563,Entire condo,Entire home/apt,4,2.0,,,0,365,0,365,0.0,1.0,36,36.0,4.97,4.94,4.94,5.0,,Superhost,Missing Price,Has Reviews,0.0,100.0,Small portfolio host
7704803,Houseboat 'Jupiter' Amsterdam,2238440,Richard En Birgit,True,2.0,14.15,Centrum-Oost,52.36252,4.90424,Boat,Entire home/apt,4,2.0,3.0,399.0,270,365,270,95,0.7397,0.2603,389,389.0,4.82,4.85,4.95,4.87,37905.0,Superhost,Available Price,Has Reviews,73.97,26.029999999999998,Small portfolio host
7721564,Room nearby Leidseplein in a canalhouse,21185669,Saira,False,1.0,11.78,De Baarsjes - Oud-West,52.36611,4.87783,Private room in townhouse,Private room,2,1.0,,,0,365,0,365,0.0,1.0,15,15.0,4.87,4.87,5.0,4.87,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
7729814,Heavenly hideaway in the Pijp,12464627,Rosa,False,1.0,12.33,De Pijp - Rivierenbuurt,52.35475,4.89229,Entire rental unit,Entire home/apt,2,1.0,,,0,365,0,365,0.0,1.0,37,37.0,4.92,4.92,4.89,4.95,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
7743717,Perfect Luxury for business travelers and families,8939849,Rienk,True,3.0,12.75,De Pijp - Rivierenbuurt,52.34163950320124,4.893784882369187,Entire home,Entire home/apt,4,3.0,3.0,402.0,72,365,72,293,0.1973,0.8027,9,9.0,5.0,4.89,4.89,4.89,117786.0,Superhost,Available Price,Has Reviews,19.73,80.27,Small portfolio host
7786634,Apartment in Amsterdam Westerpark,5291992,Jana,False,1.0,13.3,Westerpark,52.38024,4.86973,Entire condo,Entire home/apt,2,1.0,,,0,365,0,365,0.0,1.0,32,32.0,4.88,4.59,4.84,4.97,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
7786801,Sunny apt. with balcony near center,4722235,Marieke,False,1.0,13.43,Bos en Lommer,52.37778,4.86073,Entire rental unit,Entire home/apt,2,1.0,,,0,365,0,365,0.0,1.0,41,41.0,4.73,4.66,4.53,4.85,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
7804395,Spacious apartment in famous 'de Pijp' (Zuid),6205754,Stephanie,False,1.0,13.13,De Pijp - Rivierenbuurt,52.35413,4.9029,Entire condo,Entire home/apt,2,1.0,,,0,365,0,365,0.0,1.0,3,3.0,4.67,4.67,5.0,5.0,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
7812608,villadepijp + free bicycles,41130076,Michiel,True,2.0,10.86,De Pijp - Rivierenbuurt,52.351913,4.904634,Private room in guest suite,Private room,2,1.0,1.0,168.0,269,365,269,96,0.737,0.263,538,538.0,4.95,4.98,4.89,4.96,16128.0,Superhost,Available Price,Has Reviews,73.7,26.3,Small portfolio host
7822985,Private room adjacent to the Garden room,29591818,Frans,False,2.0,11.26,Noord-Oost,52.40398,4.94183,Private room in loft,Private room,2,1.0,2.0,82.0,62,365,62,303,0.1699,0.8301,36,36.0,4.89,4.86,4.64,4.86,24846.0,Non-Superhost,Available Price,Has Reviews,16.99,83.00999999999999,Small portfolio host
7836474,Apt ‘Van Hil’ in de Pijp: close to Rai & centre,35784417,Siz,False,2.0,11.02,De Pijp - Rivierenbuurt,52.34883,4.8884,Entire condo,Entire home/apt,2,1.0,,,26,365,26,339,0.0712,0.9288,56,56.0,4.93,4.75,4.88,4.93,,Non-Superhost,Missing Price,Has Reviews,7.12,92.88,Small portfolio host
7864783,Cozy apartment with garden (close to Westerpark),24321936,Jacco,False,1.0,11.56,Westerpark,52.3826,4.86958,Entire condo,Entire home/apt,2,1.0,,,2,365,2,363,0.0055,0.9945,64,64.0,4.86,4.8,4.73,5.0,,Non-Superhost,Missing Price,Has Reviews,0.5499999999999999,99.45,Single-listing host
7891764,Spacious exclusive loft in Amsterdam city centre,11580214,Steve,False,1.0,12.41,Centrum-West,52.36834,4.87735,Entire loft,Entire home/apt,2,1.0,,,0,365,0,365,0.0,1.0,14,14.0,5.0,4.93,4.86,5.0,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
7895182,"Cosy, comfortable, quiet bedroom",32659450,Mieke,False,2.0,11.13,Bos en Lommer,52.37676,4.83955,Private room in condo,Private room,2,1.0,1.0,85.0,292,365,292,73,0.8,0.2,121,121.0,4.63,4.79,4.51,4.83,6205.0,Non-Superhost,Available Price,Has Reviews,80.0,20.0,Small portfolio host
7911798,"Stylish, 2p, sunny garden, in the Pijp!  (85m2)",9482781,Nanning,False,2.0,12.68,De Pijp - Rivierenbuurt,52.35238,4.89341,Entire condo,Entire home/apt,2,1.0,,,4,365,4,361,0.011,0.989,77,77.0,4.7,4.57,4.83,4.75,,Non-Superhost,Missing Price,Has Reviews,1.0999999999999999,98.9,Small portfolio host
7925449,Cozy Family Suite by Museum Square,31641559,Floris,True,1.0,11.17,Zuid,52.35436,4.88316,Entire rental unit,Entire home/apt,4,2.0,,,107,365,107,258,0.2932,0.7068,411,411.0,4.92,4.96,4.97,4.97,,Superhost,Missing Price,Has Reviews,29.32,70.67999999999999,Single-listing host
7929179,Spectacular apartment on Oosterpark,24181982,Eduard,False,1.0,11.57,Oud-Oost,52.35997,4.91497,Entire rental unit,Entire home/apt,4,2.0,,,0,365,0,365,0.0,1.0,42,42.0,4.81,4.71,4.67,4.88,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
7932992,New bright apartment with garden,6718377,Margje,False,1.0,13.05,Zuid,52.34723,4.86015,Entire rental unit,Entire home/apt,3,2.0,,,0,365,0,365,0.0,1.0,32,32.0,4.91,4.94,4.71,4.97,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
7945458,"Luxurious, 135m2 & rooftop terrace",39816184,Hans,False,1.0,10.9,De Pijp - Rivierenbuurt,52.35758,4.89656,Entire condo,Entire home/apt,4,2.0,,,0,365,0,365,0.0,1.0,25,25.0,5.0,5.0,4.92,5.0,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
7945960,Charming park retreat in vibrant Amsterdam West,40146138,Hesse,False,2.0,10.89,De Baarsjes - Oud-West,52.36561,4.85101,Entire rental unit,Entire home/apt,2,1.0,,,0,365,0,365,0.0,1.0,16,16.0,4.5,4.31,4.63,4.75,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Small portfolio host
7969191,Charming Luxury Apartment in Canal Area,26045647,Alexander,False,1.0,11.44,Centrum-Oost,52.36097,4.89445,Entire rental unit,Entire home/apt,4,3.0,2.0,386.0,3,365,3,362,0.0082,0.9918,50,50.0,4.72,4.48,4.88,4.9,139732.0,Non-Superhost,Available Price,Has Reviews,0.8200000000000001,99.18,Single-listing host
7981030,Luxury ground floor apartment with garden!,42123074,Peter,False,1.0,10.83,Bos en Lommer,52.3766,4.86164,Entire condo,Entire home/apt,4,2.0,,,0,365,0,365,0.0,1.0,63,63.0,4.87,4.9,4.63,4.92,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
7992442,Apartment in center of Amsterdam,42188238,Wouter,False,1.0,10.83,Centrum-Oost,52.36178,4.90024,Entire rental unit,Entire home/apt,2,1.0,1.0,234.0,9,365,9,356,0.0247,0.9753,0,,,,,,83304.0,Non-Superhost,Available Price,No Reviews,2.4699999999999998,97.53,Single-listing host
8021127,Lovely apartment in the City center,3945360,Steven,False,1.0,13.66,Westerpark,52.38189,4.87265,Entire rental unit,Entire home/apt,2,1.0,1.0,170.0,29,365,29,336,0.0795,0.9205,57,57.0,4.72,4.35,4.84,4.95,57120.0,Non-Superhost,Available Price,Has Reviews,7.95,92.05,Single-listing host
8029651,Artistic loft in green oasis with view on windmill,10652561,Julia,False,1.0,12.51,Centrum-Oost,52.36695,4.92844,Entire loft,Entire home/apt,2,1.0,1.0,226.0,82,365,82,283,0.2247,0.7753,6,6.0,4.5,4.0,4.5,4.67,63958.0,Non-Superhost,Available Price,Has Reviews,22.470000000000002,77.53,Single-listing host
8038640,Amazing ground floor apt. in city centre @Jordaan!,42396683,Frits,True,1.0,10.83,Centrum-West,52.378273,4.881267,Private room in bed and breakfast,Private room,3,1.0,2.0,195.0,110,365,110,255,0.3014,0.6986,243,243.0,4.72,4.8,4.86,4.8,49725.0,Superhost,Available Price,Has Reviews,30.14,69.86,Single-listing host
8057407,Your Luxury Home at Vondelpark,5397978,Jil,False,2.0,13.28,Zuid,52.34732,4.86112,Entire rental unit,Entire home/apt,2,1.0,1.0,350.0,364,365,364,1,0.9973,0.0027,9,9.0,4.78,4.67,4.89,5.0,350.0,Non-Superhost,Available Price,Has Reviews,99.72999999999999,0.27,Small portfolio host
8073314,Charming studio in Amsterdam noord,4287801,Sacha,True,1.0,13.56,Oud-Noord,52.39472,4.91416,Entire guesthouse,Entire home/apt,3,1.0,2.0,131.0,141,365,141,224,0.3863,0.6137,15,15.0,4.87,4.67,4.73,4.93,29344.0,Superhost,Available Price,Has Reviews,38.629999999999995,61.370000000000005,Single-listing host
8079259,Perfect Central and Quiet Canal Apartment,3580802,Sebastian,True,1.0,13.76,Centrum-West,52.38617,4.88539,Entire rental unit,Entire home/apt,4,1.0,2.0,175.0,196,365,196,169,0.537,0.463,268,268.0,4.99,4.99,4.94,4.99,29575.0,Superhost,Available Price,Has Reviews,53.7,46.300000000000004,Single-listing host
8084800,"Houseboat Trijntje, Prinsengracht, Amsterdam,",42698391,Olaf And Mark,True,1.0,10.82,Centrum-Oost,52.36314,4.89264,Boat,Entire home/apt,2,1.0,1.0,352.0,271,365,271,94,0.7425,0.2575,467,467.0,4.89,4.89,4.98,4.94,33088.0,Superhost,Available Price,Has Reviews,74.25,25.75,Single-listing host
8093694,Centre apartment w/ garden | Westerpark | CS 5min,27980215,Michelle,False,1.0,11.33,Westerpark,52.38738,4.88049,Entire rental unit,Entire home/apt,4,2.0,1.0,225.0,8,365,8,357,0.0219,0.9781,32,32.0,4.47,4.56,4.47,4.84,80325.0,Non-Superhost,Available Price,Has Reviews,2.19,97.81,Single-listing host
8095648,Nice and cosy appartment in Amsterdam ''Oud West'',41158764,Thom,False,1.0,10.86,De Baarsjes - Oud-West,52.37128,4.84862,Entire rental unit,Entire home/apt,4,2.0,,,0,365,0,365,0.0,1.0,31,31.0,4.42,4.06,4.23,4.71,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
8100829,Charming houseboat in the heart of Amsterdam,14150256,Anneke,False,1.0,12.19,Centrum-Oost,52.36422,4.91233,Boat,Entire home/apt,2,1.0,,,0,365,0,365,0.0,1.0,15,15.0,4.93,4.87,4.8,4.93,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
8109231,Room in hip Amsterdam East,33183100,Rishi,False,1.0,11.11,Oud-Oost,52.36466,4.92834,Private room in condo,Private room,2,1.0,2.0,130.0,353,365,353,12,0.9671,0.0329,5,5.0,5.0,5.0,5.0,5.0,1560.0,Non-Superhost,Available Price,Has Reviews,96.71,3.29,Single-listing host
8122504,Wonderful apartment in best area Jordaan,6507558,Jo,False,2.0,13.08,Centrum-West,52.38013,4.8802,Entire rental unit,Entire home/apt,2,1.0,,,0,365,0,365,0.0,1.0,55,55.0,4.98,4.96,4.96,4.98,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Small portfolio host
8146052,City center of Jordaan,28011109,Dingeman,False,2.0,11.33,Westerpark,52.38441,4.88129,Entire rental unit,Entire home/apt,2,4.0,,,0,365,0,365,0.0,1.0,17,17.0,5.0,5.0,5.0,5.0,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Small portfolio host
8156742,Luxurious apartment near Westerpark + city center,40842744,Joep,False,1.0,10.87,Bos en Lommer,52.38188558147707,4.853875284655773,Entire condo,Entire home/apt,2,1.0,1.0,453.0,173,365,173,192,0.474,0.526,2,2.0,5.0,5.0,4.0,5.0,86976.0,Non-Superhost,Available Price,Has Reviews,47.4,52.6,Single-listing host
